,x1,x2,x3,y,yn1,yn2,yn3
180,-124.0,212.0,500.0,3810.8,3817.2105460940215,3908.129505834546,3888.8522914029845
181,-148.0,-590.0,763.0,3901.2000000000007,3900.6517426688415,3792.322964795015,3997.3219101193536
182,-238.0,369.0,318.0,923.5,922.2925633417575,1006.2392019680739,902.6352923111456
183,-76.0,-972.0,-1703.0,-20332.2,-20345.002045492474,-20362.79133256512,-20353.86122152515
184,-10.0,-595.0,-1671.0,-18116.300000000003,-18113.7157903317,-18084.18842419121,-18081.556143876318
185,49.0,-155.0,2299.0,22768.3,22754.96158248039,22740.09345527773,22686.849913803366
186,25.0,146.0,-464.0,-3818.000000000001,-3827.8088675193544,-3761.380070322414,-3727.3706221237503
187,-108.0,-297.0,835.0,5933.900000000001,5929.2459999402945,5986.229853983542,5908.785916468436
188,58.0,-1472.0,758.0,4231.200000000001,4224.965370466649,4204.8362657150265,4157.114161742682
189,53.0,48.0,299.0,3770.0000000000005,3767.995598720241,3764.300483584597,3844.3206094964826
190,115.0,-651.0,1048.0,10053.7,10048.3853999168,10001.420002325625,10034.575499159682
191,14.0,407.0,-944.0,-7964.700000000001,-7961.04841779748,-7939.458655661794,-8006.930214591406
192,38.0,-764.0,-763.0,-9031.0,-9025.404962420838,-9117.571031797908,-8961.438892675698
193,111.0,-564.0,121.0,1150.4,1143.0716852851453,1087.5907770707736,1108.353304136253
194,-72.0,887.0,-348.0,-1980.3000000000002,-1971.4383355268658,-1887.502930599782,-2002.3323623586523
195,-116.0,262.0,-38.0,-1219.4,-1202.6982481309008,-1270.7616749694594,-1444.4923153856735
196,101.0,-276.0,-742.0,-6663.400000000001,-6640.626586431446,-6749.970748540512,-6671.104620258905
197,-30.0,-724.0,1315.0,10530.2,10507.850945608907,10486.064389177162,10529.943288388962
198,100.0,-73.0,-11.0,1035.1000000000001,1023.2188390770746,1078.7714148175678,1030.6572700085255
199,161.0,442.0,277.0,6065.400000000001,6074.342269111809,6138.790049220799,6027.831803245561
200,-17.0,-369.0,-1254.0,-13513.300000000001,-13516.33181343549,-13596.033733535898,-13562.977345200012
201,-252.0,1395.0,-382.0,-3353.9,-3352.0770348165706,-3412.98893628621,-3302.3426271671915
202,-65.0,-112.0,-311.0,-4221.200000000001,-4210.263999201589,-4150.330947238416,-4244.698359487438
203,31.0,-194.0,-2102.0,-20708.000000000004,-20725.073451528122,-20619.26282615451,-20904.48626007998
204,14.0,164.0,669.0,7186.6,7177.996591691825,7234.215721677702,7158.312960631774
205,-44.0,409.0,391.0,4346.5,4334.056626685541,4310.219311314687,4656.530354404085
206,-97.0,-40.0,2056.0,18741.000000000004,18733.719656583595,18830.85280715714,18596.03468809182
207,60.0,97.0,1486.0,15628.7,15632.526752152535,15663.086345889562,15788.586631376556
208,29.0,-546.0,737.0,6137.0,6135.7795972384165,6194.59875999999,6017.29376811895
209,-93.0,-592.0,950.0,6465.4,6468.751643802907,6476.67499330775,6421.6082916609585
210,4.0,-285.0,367.0,2880.7000000000003,2886.416249404398,2914.208843671076,2894.783562158225
211,48.0,223.0,1314.0,14122.5,14122.018755226783,14048.62982971123,14038.021478465405
212,156.0,44.0,1123.0,13214.600000000002,13220.23173294168,13160.87441365648,13311.429181228188
213,57.0,325.0,-867.0,-6855.3,-6853.083864348746,-6901.8803902250975,-6853.513823283554
214,-98.0,699.0,-462.0,-3953.5,-3932.8895865932077,-3893.3362480719097,-3957.929648885418
215,-67.0,-230.0,381.0,2215.0,2205.1945628555554,2121.1733066747724,2223.1577461029055
216,1.0,-552.0,-389.0,-5289.200000000001,-5271.635409175436,-5338.632647806262,-5411.208485124745
217,-141.0,-535.0,354.0,135.30000000000018,131.74780840174452,117.69003340671824,23.15722732124668
218,-69.0,-190.0,588.0,4324.800000000001,4339.55070917706,4387.253038116075,4445.892613752988
219,-40.0,86.0,-514.0,-5341.000000000001,-5345.357521218237,-5348.0464192005165,-5344.180378142061
220,-64.0,-201.0,-350.0,-4830.300000000001,-4834.953393360265,-4730.7031621271635,-4732.954040747748
221,-6.0,853.0,1859.0,20440.9,20439.88380317047,20466.312525312016,20604.250821329846
222,6.0,-715.0,-1528.0,-16824.5,-16810.870031211656,-16828.435429069592,-16951.18348901806
223,-64.0,8.0,927.0,8248.6,8261.175948585333,8194.293923250161,8222.212564781901
224,-59.0,-408.0,-1789.0,-19424.4,-19416.15363390188,-19425.581800891807,-19499.098232356828
225,-22.0,34.0,-1022.0,-10218.6,-10206.921937660762,-10303.966733521122,-10104.583220420649
226,62.0,769.0,1850.0,21037.1,21057.834626661075,21054.513993623958,21069.444448764432
227,-15.0,148.0,-26.0,-56.19999999999999,-67.33764476896134,-25.910511314363095,-56.205480419620905
228,73.0,402.0,1506.0,16822.4,16826.65221395848,16813.624667322336,16796.973351608653
229,188.0,-207.0,69.0,2636.5,2640.0785682482015,2684.0858417960917,2707.1617009283186
230,-68.0,-263.0,-45.0,-2062.3,-2045.8735489251753,-2027.8663533868594,-2124.515686365856
231,-116.0,964.0,-800.0,-6791.6,-6787.893386137279,-6805.463229939829,-6789.6204561491495
232,-63.0,83.0,83.0,193.30000000000007,196.6084752337273,203.326740600444,282.1601810499423
233,114.0,-331.0,274.0,3319.1000000000004,3320.888922466606,3293.2051852743875,3283.777383881582
234,79.0,132.0,-361.0,-2122.8,-2136.604072554788,-2102.0058709132627,-2233.48277430679
235,-150.0,189.0,619.0,4566.500000000001,4562.04822971896,4528.145919862026,4577.786527912683
236,53.0,-392.0,-2202.0,-21927.800000000003,-21925.450380009835,-21869.754570313722,-21955.665761774937
237,-113.0,315.0,1378.0,12840.7,12871.576656373172,12893.120891803417,12866.217969310057
238,12.0,168.0,-901.0,-8215.400000000001,-8216.051176528905,-8173.450982112368,-8252.569219962423
239,-44.0,-1542.0,-844.0,-13024.2,-13035.099760021407,-13040.465964417977,-12837.461362504295
240,-177.0,-117.0,-759.0,-10125.900000000001,-10114.876281745283,-10184.586222350015,-10115.878688953046
241,32.0,1004.0,-111.0,2051.8,2046.6457157327159,2065.5958330452395,1995.2044517869117
242,200.0,79.0,-909.0,-6014.900000000001,-6015.587969485314,-6053.20650921093,-6067.740021147443
243,-154.0,-58.0,-892.0,-10961.8,-10960.65812161647,-11063.175916712153,-10773.916368206947
244,-73.0,-629.0,-599.0,-8546.7,-8545.463590536845,-8556.524258958023,-8503.497056919
245,-105.0,1339.0,842.0,10459.900000000001,10453.70175282933,10404.013395032509,10545.594388649612
246,-3.0,-1157.0,-731.0,-10327.9,-10332.59113595706,-10322.223260692379,-10278.72411078091
247,-1.0,-716.0,488.0,2835.8,2841.236533308959,2791.4524047017003,2844.306852443475
248,115.0,192.0,-1190.0,-9602.6,-9588.612371080275,-9496.729484127718,-9767.0581193988
249,65.0,428.0,75.0,2761.6000000000004,2753.889335468576,2777.2915142837946,2684.494740515946
250,-96.0,71.0,952.0,8234.9,8238.345201278895,8195.993455595832,8264.847719269548
251,-48.0,-189.0,675.0,5461.500000000001,5469.17219520917,5458.168240161462,5234.34303381897
252,70.0,-178.0,621.0,6543.2,6558.79579545316,6569.50092130858,6524.504641879295
253,-44.0,-523.0,-315.0,-5088.700000000001,-5084.121383758375,-4969.352412264583,-4999.9489382771135
254,-10.0,402.0,480.0,5655.4,5662.194920358861,5628.314000286648,5640.9634853190055
255,-3.0,31.0,-422.0,-4092.1000000000004,-4097.048590667646,-4153.554890567307,-4049.0160426355933
256,-46.0,815.0,-50.0,1094.1,1083.1611032035428,1117.3666858083586,1147.5866343475968
257,82.0,1557.0,1019.0,15288.900000000001,15290.514523140831,15211.493312932742,15279.727265291278
258,46.0,-668.0,-421.0,-5313.0,-5297.455179243703,-5352.482038975178,-5460.47673893579
259,-11.0,809.0,-1386.0,-11545.900000000001,-11531.41752327735,-11581.029921855306,-11679.477095997181
260,68.0,35.0,-167.0,-630.9000000000001,-621.2289765348078,-583.0002200592055,-621.7400076721905
261,-12.0,-408.0,-93.0,-2173.8,-2169.2613680641757,-2135.3381694536065,-2284.3254523550304
262,-95.0,-1081.0,-32.0,-4505.300000000001,-4520.87475023273,-4426.09060213315,-4535.677089206005
263,5.0,810.0,-528.0,-2920.4000000000005,-2914.566171079016,-2895.336887514046,-3053.3611071126966
264,93.0,-363.0,323.0,3431.5,3430.997778813932,3435.2957571436996,3470.3184600100494
265,-21.0,-148.0,-467.0,-5257.6,-5252.297157213915,-5285.014243731512,-5288.276387124861
266,-155.0,-496.0,-1314.0,-16293.400000000001,-16292.671042913658,-16306.01229590173,-16412.23964030996
267,102.0,-664.0,1329.0,12598.2,12598.813444301351,12593.369768129602,12535.432174888665
268,83.0,507.0,-2709.0,-24067.1,-24082.89889179305,-24091.025203243084,-24017.642534118713
269,16.0,567.0,635.0,7968.3,7965.006484876499,7935.952756065648,7982.704947319996
270,178.0,-67.0,688.0,8946.7,8950.257465241699,8928.673738263664,8967.457707206884
271,-20.0,494.0,998.0,10846.2,10864.948023802162,10884.625739858686,10889.845447163385
272,24.0,-244.0,-1257.0,-12655.800000000001,-12670.016367653483,-12629.858792655905,-12659.500661727147
273,27.0,-1195.0,-500.0,-7764.7,-7767.246159394697,-7751.484876185734,-7702.982523299398
274,93.0,414.0,-922.0,-6671.6,-6661.9049921823935,-6799.78628255223,-6690.423708570286
275,26.0,343.0,-904.0,-7584.700000000001,-7585.82216831454,-7526.244042380981,-7658.50309152424
276,-76.0,-884.0,510.0,1592.7999999999997,1590.0192574033747,1512.2082768944124,1501.601136818753
277,-90.0,589.0,839.0,8606.5,8587.878350757588,8549.494350030249,8582.520604189087
278,160.0,-914.0,1506.0,14435.0,14424.251624800578,14479.322492318472,14515.50724702537
279,181.0,250.0,-309.0,72.19999999999982,65.99432518669302,73.24198121323963,233.4727451919876
280,-238.0,-197.0,-1223.0,-15706.500000000002,-15720.22091196357,-15681.562139234808,-15585.232590591944
281,36.0,-1.0,1390.0,14101.700000000003,14089.122917417506,14160.987508539683,14170.399943136616
282,-114.0,251.0,536.0,4402.9,4394.048675648794,4367.906281148112,4194.852910344419
283,17.0,261.0,905.0,9801.5,9798.732644879241,9709.75890086141,9787.22521601452
284,97.0,216.0,-848.0,-6427.4000000000015,-6420.721062621815,-6441.002879542909,-6491.0749535962295
285,77.0,642.0,-1064.0,-7662.000000000001,-7666.894309166461,-7669.196486639409,-7689.550688455392
