,x1,x2,x3,y,yn
141,-13.0,169.0,-2197.0,-7394.200000000001,-7348.347672751462
142,15.0,225.0,3375.0,13796.2,13884.521290615594
143,-11.0,121.0,-1331.0,-4414.200000000001,-4523.83182260025
144,-5.0,25.0,-125.0,-379.8,-389.59843312074025
145,20.0,400.0,8000.0,31852.7,31661.824075330478
146,13.0,169.0,2197.0,9131.400000000001,9057.598680815081
147,-7.0,49.0,-343.0,-1084.6000000000001,-919.943763629758
148,6.0,36.0,216.0,1051.3000000000002,1162.9614883319023
149,-13.0,169.0,-2197.0,-7394.200000000001,-7339.54822165654
150,10.0,100.0,1000.0,4319.7,4199.142988991909
151,9.0,81.0,729.0,3209.7999999999997,3073.008573775102
152,-10.0,100.0,-1000.0,-3286.3,-3332.5085639978925
153,2.0,4.0,8.0,77.3,197.3430619790997
154,-5.0,25.0,-125.0,-379.8,-397.66281998300656
155,4.0,16.0,64.0,366.29999999999995,499.1230373665662
156,13.0,169.0,2197.0,9131.400000000001,9245.941070125209
157,-7.0,49.0,-343.0,-1084.6000000000001,-1097.2153946048256
158,-6.0,36.0,-216.0,-670.6999999999999,-790.9441480588608
159,9.0,81.0,729.0,3209.7999999999997,3138.639116979597
160,1.0,1.0,1.0,25.8,-64.6967988722445
161,11.0,121.0,1331.0,5661.799999999999,5764.38222708043
162,-4.0,16.0,-64.0,-189.70000000000005,32.99442870920436
163,-12.0,144.0,-1728.0,-5776.100000000001,-5756.332299040879
164,10.0,100.0,1000.0,4319.7,4263.857773767058
165,19.0,361.0,6859.0,27421.800000000003,27588.849543489385
166,19.0,361.0,6859.0,27421.800000000003,27467.69919937217
167,-16.0,256.0,-4096.0,-14007.699999999999,-14067.793651079688
168,-19.0,361.0,-6859.0,-23726.200000000004,-23623.748896861212
169,4.0,16.0,64.0,366.29999999999995,254.19743791804882
170,12.0,144.0,1728.0,7258.3,7194.946352957358
171,-5.0,25.0,-125.0,-379.8,-239.8249648258493
172,3.0,9.0,27.0,183.4,175.60062754359973
173,8.0,64.0,512.0,2309.9,2202.228115832814
174,6.0,36.0,216.0,1051.3000000000002,1007.9287363434343
175,-3.0,9.0,-27.0,-78.2,-146.91096522501886
176,-8.0,64.0,-512.0,-1643.7,-1660.8335059059923
177,-10.0,100.0,-1000.0,-3286.3,-3372.6674698853008
178,9.0,81.0,729.0,3209.7999999999997,3234.8715803969744
179,-3.0,9.0,-27.0,-78.2,-28.900383853049902
180,2.0,4.0,8.0,77.3,81.74190547457302
181,-7.0,49.0,-343.0,-1084.6000000000001,-1061.0679256840779
182,-11.0,121.0,-1331.0,-4414.200000000001,-4416.28355350999
183,-3.0,9.0,-27.0,-78.2,-78.75730541706865
184,5.0,25.0,125.0,648.2,826.3479053360905
185,-15.0,225.0,-3375.0,-11487.8,-11550.876150721959
186,-4.0,16.0,-64.0,-189.70000000000005,-213.844635360816
187,13.0,169.0,2197.0,9131.400000000001,9351.004155123625
188,-4.0,16.0,-64.0,-189.70000000000005,-209.71970178661684
189,-8.0,64.0,-512.0,-1643.7,-1778.6231480725903
190,1.0,1.0,1.0,25.8,-64.27669486331247
191,3.0,9.0,27.0,183.4,289.67284862475367
192,2.0,4.0,8.0,77.3,148.19580563861018
193,-0.0,0.0,-0.0,6.7,-121.68478544553189
194,-1.0,1.0,-1.0,-2.200000000000002,-22.597601682106347
195,-2.0,4.0,-8.0,-23.100000000000005,-9.861646009513526
196,1.0,1.0,1.0,25.8,-34.28498523916201
197,-5.0,25.0,-125.0,-379.8,-410.36919219101986
198,4.0,16.0,64.0,366.29999999999995,422.43520311791474
199,-9.0,81.0,-729.0,-2370.2000000000003,-2338.5454229115403
200,-13.0,169.0,-2197.0,-7394.200000000001,-7194.2947468261555
201,-11.0,121.0,-1331.0,-4414.200000000001,-4656.5768152967175
202,6.0,36.0,216.0,1051.3000000000002,1056.356717922413
203,3.0,9.0,27.0,183.4,88.87241582937766
204,-11.0,121.0,-1331.0,-4414.200000000001,-4483.446842859383
205,2.0,4.0,8.0,77.3,55.703377215520604
206,5.0,25.0,125.0,648.2,590.4669872577941
207,1.0,1.0,1.0,25.8,39.824065365390815
208,-11.0,121.0,-1331.0,-4414.200000000001,-4405.3012914778055
209,-3.0,9.0,-27.0,-78.2,44.43705340309394
210,15.0,225.0,3375.0,13796.2,13757.94175483041
211,15.0,225.0,3375.0,13796.2,13809.05286330287
212,-5.0,25.0,-125.0,-379.8,-508.503275409315
213,16.0,256.0,4096.0,16632.3,16467.108135255723
214,14.0,196.0,2744.0,11303.300000000003,11293.149699663882
215,16.0,256.0,4096.0,16632.3,16523.473586831118
216,-2.0,4.0,-8.0,-23.100000000000005,29.703265320837087
217,-1.0,1.0,-1.0,-2.200000000000002,-16.210453601578322
218,32.0,1024.0,32768.0,126800.3,126777.51645259542
219,-6.0,36.0,-216.0,-670.6999999999999,-698.9152307467343
220,13.0,169.0,2197.0,9131.400000000001,8978.110391764792
221,-27.0,729.0,-19683.0,-69380.60000000002,-69142.84885890708
222,18.0,324.0,5832.0,23422.900000000005,23530.472484686776
223,-8.0,64.0,-512.0,-1643.7,-1588.6619127785486
224,-6.0,36.0,-216.0,-670.6999999999999,-519.504555937672
225,-9.0,81.0,-729.0,-2370.2000000000003,-2469.2415939838925
226,-13.0,169.0,-2197.0,-7394.200000000001,-7236.559633941373
227,15.0,225.0,3375.0,13796.2,13720.309857007509
228,-11.0,121.0,-1331.0,-4414.200000000001,-4450.971441543181
229,4.0,16.0,64.0,366.29999999999995,490.8921004991184
230,-10.0,100.0,-1000.0,-3286.3,-3280.278533784591
231,-2.0,4.0,-8.0,-23.100000000000005,-160.57667757734524
232,1.0,1.0,1.0,25.8,33.52120393551779
233,-12.0,144.0,-1728.0,-5776.100000000001,-5869.562844103492
234,5.0,25.0,125.0,648.2,666.612545120176
235,-5.0,25.0,-125.0,-379.8,-346.7391335062325
236,18.0,324.0,5832.0,23422.900000000005,23370.053542494923
237,-14.0,196.0,-2744.0,-9290.7,-9404.105480269043
238,-16.0,256.0,-4096.0,-14007.699999999999,-14104.01816913919
239,10.0,100.0,1000.0,4319.7,4395.611395529763
240,-15.0,225.0,-3375.0,-11487.8,-11359.346371158483
241,9.0,81.0,729.0,3209.7999999999997,3277.020128807163
242,13.0,169.0,2197.0,9131.400000000001,8964.466959781015
243,5.0,25.0,125.0,648.2,672.0824811863407
244,-4.0,16.0,-64.0,-189.70000000000005,-232.36758952933764
245,-2.0,4.0,-8.0,-23.100000000000005,-46.14367770599886
246,5.0,25.0,125.0,648.2,637.9171382804692
247,-2.0,4.0,-8.0,-23.100000000000005,-57.05937119911542
248,-7.0,49.0,-343.0,-1084.6000000000001,-1164.4719682221032
249,-8.0,64.0,-512.0,-1643.7,-1777.4150121310374
250,17.0,289.0,4913.0,19833.800000000003,19932.78037157904
251,-7.0,49.0,-343.0,-1084.6000000000001,-960.274065921265
252,-11.0,121.0,-1331.0,-4414.200000000001,-4315.322844179179
253,-9.0,81.0,-729.0,-2370.2000000000003,-2382.0746380205965
254,-23.0,529.0,-12167.0,-42550.200000000004,-42703.241923219546
255,-6.0,36.0,-216.0,-670.6999999999999,-649.0467211217053
256,-2.0,4.0,-8.0,-23.100000000000005,-89.67847429964515
257,-4.0,16.0,-64.0,-189.70000000000005,-237.2152568365571
258,-2.0,4.0,-8.0,-23.100000000000005,-57.871816554545504
259,7.0,49.0,343.0,1597.8,1503.7135791920916
260,-8.0,64.0,-512.0,-1643.7,-1634.9495913783571
261,3.0,9.0,27.0,183.4,215.11197319020667
262,15.0,225.0,3375.0,13796.2,13890.54714529169
263,3.0,9.0,27.0,183.4,44.43270140233108
264,-9.0,81.0,-729.0,-2370.2000000000003,-2409.635683818346
265,-14.0,196.0,-2744.0,-9290.7,-9466.391650142072
266,-10.0,100.0,-1000.0,-3286.3,-3388.0077286446367
267,20.0,400.0,8000.0,31852.7,31920.368733771516
268,10.0,100.0,1000.0,4319.7,4461.785179788962
269,9.0,81.0,729.0,3209.7999999999997,3292.9875472709214
270,-1.0,1.0,-1.0,-2.200000000000002,-46.74737646613218
271,7.0,49.0,343.0,1597.8,1572.9651552591226
272,17.0,289.0,4913.0,19833.800000000003,19748.41952052908
273,-8.0,64.0,-512.0,-1643.7,-1620.0940192170665
274,-1.0,1.0,-1.0,-2.200000000000002,-68.88202895890639
275,16.0,256.0,4096.0,16632.3,16618.066275988054
276,-5.0,25.0,-125.0,-379.8,-278.5097495195979
277,6.0,36.0,216.0,1051.3000000000002,1103.026903130721
278,7.0,49.0,343.0,1597.8,1535.608970999046
279,3.0,9.0,27.0,183.4,238.5794562332677
280,-16.0,256.0,-4096.0,-14007.699999999999,-14123.500966875547
281,-15.0,225.0,-3375.0,-11487.8,-11386.093585873596
282,-6.0,36.0,-216.0,-670.6999999999999,-555.6583483819193
283,16.0,256.0,4096.0,16632.3,16479.893035446108
284,-19.0,361.0,-6859.0,-23726.200000000004,-23588.627817953766
285,-5.0,25.0,-125.0,-379.8,-394.0167622549149
286,10.0,100.0,1000.0,4319.7,4261.374751075839
287,-7.0,49.0,-343.0,-1084.6000000000001,-1053.5755318230758
288,-2.0,4.0,-8.0,-23.100000000000005,-141.7034571261217
289,-0.0,0.0,-0.0,6.7,28.512275800728993
290,7.0,49.0,343.0,1597.8,1552.7796748528194
291,1.0,1.0,1.0,25.8,9.082228559657786
292,-15.0,225.0,-3375.0,-11487.8,-11536.524351221748
293,7.0,49.0,343.0,1597.8,1606.979641787291
294,-13.0,169.0,-2197.0,-7394.200000000001,-7362.283699035749
295,14.0,196.0,2744.0,11303.300000000003,11341.205444154008
296,13.0,169.0,2197.0,9131.400000000001,9238.818801508049
297,10.0,100.0,1000.0,4319.7,4232.604702831108
298,10.0,100.0,1000.0,4319.7,4356.827176654985
299,-3.0,9.0,-27.0,-78.2,-129.08650645172364
300,7.0,49.0,343.0,1597.8,1442.3334180517359
301,11.0,121.0,1331.0,5661.799999999999,5469.112605214408
302,-4.0,16.0,-64.0,-189.70000000000005,-308.7317563073229
303,-16.0,256.0,-4096.0,-14007.699999999999,-13986.435178219457
304,3.0,9.0,27.0,183.4,116.81393139586453
305,-3.0,9.0,-27.0,-78.2,-201.89585503944085
306,-11.0,121.0,-1331.0,-4414.200000000001,-4319.441242175856
307,-11.0,121.0,-1331.0,-4414.200000000001,-4344.379306938176
308,-8.0,64.0,-512.0,-1643.7,-1688.0305143764203
309,-9.0,81.0,-729.0,-2370.2000000000003,-2453.193176114202
310,2.0,4.0,8.0,77.3,3.695991527402981
311,4.0,16.0,64.0,366.29999999999995,486.7458751235327
312,19.0,361.0,6859.0,27421.800000000003,27390.246367493768
313,-2.0,4.0,-8.0,-23.100000000000005,1.030274593701865
314,6.0,36.0,216.0,1051.3000000000002,1065.9357021408186
315,-6.0,36.0,-216.0,-670.6999999999999,-519.7012724881529
316,7.0,49.0,343.0,1597.8,1705.984512683662
317,-12.0,144.0,-1728.0,-5776.100000000001,-5718.3688068439415
318,4.0,16.0,64.0,366.29999999999995,475.71501074686194
319,-8.0,64.0,-512.0,-1643.7,-1644.5186038797735
320,-18.0,324.0,-5832.0,-20104.7,-20051.10949255073
321,5.0,25.0,125.0,648.2,673.2927897305117
322,-5.0,25.0,-125.0,-379.8,-445.2443147527641
323,-3.0,9.0,-27.0,-78.2,-139.8242892293264
324,3.0,9.0,27.0,183.4,265.7419406289662
325,9.0,81.0,729.0,3209.7999999999997,2905.8140804272434
326,-12.0,144.0,-1728.0,-5776.100000000001,-5729.121461791201
327,-1.0,1.0,-1.0,-2.200000000000002,64.89901852676994
328,7.0,49.0,343.0,1597.8,1699.7748234155883
329,1.0,1.0,1.0,25.8,94.21844289069118
330,-7.0,49.0,-343.0,-1084.6000000000001,-916.7132552523508
331,-2.0,4.0,-8.0,-23.100000000000005,28.63843441837641
332,-0.0,0.0,-0.0,6.7,-1.573137160933947
333,12.0,144.0,1728.0,7258.3,7194.369544875704
334,4.0,16.0,64.0,366.29999999999995,558.9570846973295
335,-2.0,4.0,-8.0,-23.100000000000005,-170.06074200185685
336,-2.0,4.0,-8.0,-23.100000000000005,-48.21152152524009
337,21.0,441.0,9261.0,36737.8,36692.10842434005
338,7.0,49.0,343.0,1597.8,1638.9690677281546
339,-2.0,4.0,-8.0,-23.100000000000005,-120.7504797676672
340,-1.0,1.0,-1.0,-2.200000000000002,79.13676223991173
341,-7.0,49.0,-343.0,-1084.6000000000001,-1029.0863689542764
342,9.0,81.0,729.0,3209.7999999999997,3142.4697745812455
343,-10.0,100.0,-1000.0,-3286.3,-3190.41064750436
344,-2.0,4.0,-8.0,-23.100000000000005,-98.39450046722912
345,6.0,36.0,216.0,1051.3000000000002,993.6670582981122
346,-2.0,4.0,-8.0,-23.100000000000005,-5.1254486768386585
347,13.0,169.0,2197.0,9131.400000000001,9235.833396490525
348,8.0,64.0,512.0,2309.9,2532.9129642155594
349,14.0,196.0,2744.0,11303.300000000003,11146.70331032895
350,-6.0,36.0,-216.0,-670.6999999999999,-761.0625715757889
351,-1.0,1.0,-1.0,-2.200000000000002,-21.24997762264312
352,-19.0,361.0,-6859.0,-23726.200000000004,-23866.461461530307
353,-7.0,49.0,-343.0,-1084.6000000000001,-1106.8651847881388
354,-3.0,9.0,-27.0,-78.2,141.69895900715954
355,-11.0,121.0,-1331.0,-4414.200000000001,-4294.312256135974
356,1.0,1.0,1.0,25.8,25.614647399919885
357,4.0,16.0,64.0,366.29999999999995,369.87752955352886
358,13.0,169.0,2197.0,9131.400000000001,9126.29977560384
359,-7.0,49.0,-343.0,-1084.6000000000001,-1000.180041523579
360,-8.0,64.0,-512.0,-1643.7,-1726.6514224746713
361,-6.0,36.0,-216.0,-670.6999999999999,-706.6949981497467
362,13.0,169.0,2197.0,9131.400000000001,9101.07484780573
363,6.0,36.0,216.0,1051.3000000000002,1297.027554565137
364,2.0,4.0,8.0,77.3,173.3372286742694
365,-2.0,4.0,-8.0,-23.100000000000005,-42.61838064493615
366,-8.0,64.0,-512.0,-1643.7,-1586.4155882121183
367,-3.0,9.0,-27.0,-78.2,-176.8459566567109
368,4.0,16.0,64.0,366.29999999999995,308.8397166159681
369,-12.0,144.0,-1728.0,-5776.100000000001,-5714.253134115902
370,-20.0,400.0,-8000.0,-27759.3,-27610.131709867866
371,2.0,4.0,8.0,77.3,221.65066824080031
372,6.0,36.0,216.0,1051.3000000000002,1042.4259088302683
373,4.0,16.0,64.0,366.29999999999995,171.85895220279428
374,12.0,144.0,1728.0,7258.3,7375.354401246421
375,-15.0,225.0,-3375.0,-11487.8,-11475.157098719765
376,-23.0,529.0,-12167.0,-42550.200000000004,-42415.89798320893
377,-2.0,4.0,-8.0,-23.100000000000005,-40.384945307143866
378,2.0,4.0,8.0,77.3,6.521664299413601
379,-2.0,4.0,-8.0,-23.100000000000005,159.94457120306717
380,-5.0,25.0,-125.0,-379.8,-399.42488433899683
381,5.0,25.0,125.0,648.2,566.2883871003734
382,10.0,100.0,1000.0,4319.7,4160.412591406374
383,2.0,4.0,8.0,77.3,89.65947216351606
384,1.0,1.0,1.0,25.8,57.433193711885764
385,-5.0,25.0,-125.0,-379.8,-388.19790119115
386,7.0,49.0,343.0,1597.8,1670.9380440136513
387,7.0,49.0,343.0,1597.8,1558.4954220160146
388,-4.0,16.0,-64.0,-189.70000000000005,-244.3284078779595
389,15.0,225.0,3375.0,13796.2,13895.76166122292
390,7.0,49.0,343.0,1597.8,1725.9745190905373
391,11.0,121.0,1331.0,5661.799999999999,5638.090054971874
392,11.0,121.0,1331.0,5661.799999999999,5754.138309770788
393,2.0,4.0,8.0,77.3,-83.99716207884315
394,-12.0,144.0,-1728.0,-5776.100000000001,-5744.918772096815
395,-1.0,1.0,-1.0,-2.200000000000002,156.71295840827844
396,31.0,961.0,29791.0,115453.80000000002,115556.50972438758
397,4.0,16.0,64.0,366.29999999999995,394.6950212663856
398,4.0,16.0,64.0,366.29999999999995,275.6982434265516
399,22.0,484.0,10648.0,42099.299999999996,42052.54265065201
400,17.0,289.0,4913.0,19833.800000000003,19919.156811620956
401,-14.0,196.0,-2744.0,-9290.7,-9256.523620792865
402,22.0,484.0,10648.0,42099.299999999996,42152.05342237448
403,-4.0,16.0,-64.0,-189.70000000000005,-66.25830275284417
404,-17.0,289.0,-4913.0,-16872.6,-16895.698766996637
405,-13.0,169.0,-2197.0,-7394.200000000001,-7218.636865011467
406,22.0,484.0,10648.0,42099.299999999996,42249.60318122611
407,5.0,25.0,125.0,648.2,506.4734483610202
408,-15.0,225.0,-3375.0,-11487.8,-11385.767797855638
409,-3.0,9.0,-27.0,-78.2,51.307672177549435
410,-0.0,0.0,-0.0,6.7,126.31226514083816
411,-6.0,36.0,-216.0,-670.6999999999999,-496.1198334616405
412,-9.0,81.0,-729.0,-2370.2000000000003,-2437.3867543178917
413,9.0,81.0,729.0,3209.7999999999997,3253.5365117130304
414,-9.0,81.0,-729.0,-2370.2000000000003,-2349.0987607650063
415,8.0,64.0,512.0,2309.9,2376.2778035980045
416,9.0,81.0,729.0,3209.7999999999997,3214.1171969203915
417,-9.0,81.0,-729.0,-2370.2000000000003,-2422.5130135711406
418,-3.0,9.0,-27.0,-78.2,46.73402785630172
419,-6.0,36.0,-216.0,-670.6999999999999,-815.7080542213986
420,13.0,169.0,2197.0,9131.400000000001,9166.308886977564
421,-9.0,81.0,-729.0,-2370.2000000000003,-2562.5768601015675
422,-9.0,81.0,-729.0,-2370.2000000000003,-2317.547644851381
423,-12.0,144.0,-1728.0,-5776.100000000001,-5802.636985559034
424,-6.0,36.0,-216.0,-670.6999999999999,-731.3090586444783
425,1.0,1.0,1.0,25.8,59.7768130546644
426,-0.0,0.0,-0.0,6.7,-41.73938536765237
427,5.0,25.0,125.0,648.2,662.2552154438888
428,6.0,36.0,216.0,1051.3000000000002,980.7087520622789
429,-14.0,196.0,-2744.0,-9290.7,-9237.308634443032
430,-0.0,0.0,-0.0,6.7,-66.99049964957874
431,-9.0,81.0,-729.0,-2370.2000000000003,-2160.3676828860207
432,14.0,196.0,2744.0,11303.300000000003,11327.903543942804
433,-3.0,9.0,-27.0,-78.2,-165.73331643475632
434,-4.0,16.0,-64.0,-189.70000000000005,-241.41098951183525
435,-0.0,0.0,-0.0,6.7,22.567294824208172
436,12.0,144.0,1728.0,7258.3,7309.096392058728
437,3.0,9.0,27.0,183.4,411.46497995094524
438,8.0,64.0,512.0,2309.9,2343.140099140969
439,-15.0,225.0,-3375.0,-11487.8,-11424.452384490804
440,-6.0,36.0,-216.0,-670.6999999999999,-606.4134143725558
441,8.0,64.0,512.0,2309.9,2493.0116518409
442,-14.0,196.0,-2744.0,-9290.7,-9338.673210506493
443,-1.0,1.0,-1.0,-2.200000000000002,20.599575197359297
444,2.0,4.0,8.0,77.3,152.33813172231214
445,7.0,49.0,343.0,1597.8,1717.8957837180262
446,-2.0,4.0,-8.0,-23.100000000000005,-19.59524338534982
447,5.0,25.0,125.0,648.2,665.5015990737909
448,-13.0,169.0,-2197.0,-7394.200000000001,-7318.383329509209
