,x1,x2,y,yl
55,2.4868169154397686,-4.8303252232836575,1.5844619646766624,1
56,5.872621648590612,-0.12301218900537365,0.7047760565988171,0
57,1.4802549660960558,-2.232491654891483,0.35621863099907913,0
58,-3.8416357157899927,6.2153892530297234,2.71562851317924,1
59,-6.564740303954461,-2.3088949755539,1.2126936843527933,1
60,4.5906960686792315,5.988636908351148,2.671577391968119,1
61,-0.8733993083594365,6.852801231921383,2.9506231799954357,1
62,-0.47156250657658805,-1.540843808824111,0.1529256654057765,0
63,3.3967462647748805,-3.1318073616645545,0.8484806290490207,0
64,4.840125388209476,5.580297611264578,2.424330829670168,1
65,-1.4367718784529757,-5.699636165625887,2.0724946218066718,1
66,0.6281656272353521,-3.519454714212737,0.7822129919236714,0
67,-1.379478425830634,5.526596350016429,1.9477901342117927,1
68,-0.010271409243630299,-1.064606045909698,0.07083878016065333,0
69,2.9281387676402413,-0.774395058266808,0.2124600049592576,0
70,-6.143451982879313,3.2410587216048667,1.4267737965086198,1
71,-3.527999175935969,-2.4530312788009607,0.6301010347582856,0
72,-10.002424593938354,0.6017657900081791,2.0644387058086098,1
73,7.825494061616118,-0.294029453735357,1.2551657265277525,1
74,1.2994607991640075,0.8789310307269093,0.08274367599359958,0
75,6.363495445070148,-4.653295513168492,2.1797321249766366,1
76,2.1756872146912136,0.4755461174577408,0.11073839168413319,0
77,5.001515677987636,-1.5544807848062507,0.6615391074499477,0
78,-0.14878755330156604,-2.8623157134856836,0.5125049932601597,0
79,2.6563383684330226,4.999678375276206,1.706301716066036,1
80,-1.1355454795031277,-2.892861301819291,0.54935598934048,0
81,-0.1574722461674608,2.750505712708299,0.4733361763257868,0
82,6.083051264617448,-0.8653434832042334,0.8019749373210467,0
83,0.33425255657235353,-8.008412558881876,4.010697079457644,1
84,-1.4156465121838546,2.6026185023203667,0.4642505243899594,0
85,4.392914767163805,0.9139488397969546,0.44603702044846555,0
86,-0.5945979505094702,-0.11442240655296577,0.008033519684882952,0
87,-3.9417861030801475,1.3251479329202023,0.4268465281645204,0
88,-0.5525693663822061,-0.7254554181589581,0.039124131502165524,0
89,4.921358964535525,0.27050313210053895,0.49885434975046,0
90,2.7748704279346863,-3.5496688761217,0.9446502571995796,0
91,3.4485005794602563,-6.584396104130261,2.9523390697612317,1
92,4.493443220929821,-4.4935085103879215,1.6740380479451886,1
93,5.368342294592585,-1.9206433135554646,0.8186992985050329,0
94,-4.815188815855703,8.839004288859758,5.35618435895797,1
95,-4.843065812920684,1.904261657707833,0.7053175944927174,0
96,7.794725123003112,-7.411449859367261,4.673053185929399,1
97,-3.772598828470578,-4.508720677179241,1.560994356920407,1
98,0.7969639567962006,-6.669658436701844,2.7932337553903723,1
99,-2.6428934513946234,0.4006260624339997,0.15258001732137821,0
